Date ;Region id ;Region ;Nick ;DL ;Danger level ;Main message
2018-05-03 ;3007 ;Vest-Finnmark ;EspenN@NVE ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche
2018-05-03 ;3009 ;Nord-Troms ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-03 ;3010 ;Lyngen ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches
2018-05-03 ;3011 ;Tromsø ;EspenN@NVE ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high. Higher up and where the snow is dry, windslab is the avalanche problem. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches
2018-05-03 ;3012 ;Sør-Troms ;Silje@svv ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high.
2018-05-03 ;3013 ;Indre Troms ;EspenN@NVE ;2 ;2 Moderate  ;Be careful in sun exposed steep slopes and in areas with wind slabs at higher elevations. Be aware that persistent weak layers can be hidden in the snow pack. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches
2018-05-03 ;3014 ;Lofoten og Vesterålen ;Silje@svv ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high.
2018-05-03 ;3015 ;Ofoten ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-03 ;3016 ;Salten ;Silje@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-05-03 ;3017 ;Svartisen ;Silje@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. In the mountains where the snow is dry there can be unstable windslabs.
2018-05-03 ;3022 ;Trollheimen ;Ronny@NVE ;2 ;2 Moderate  ;Wet snow and solar radiation give increased danger of wet avalanches at lower altitudes. Risk of wind-deposited snow in the alpine.
2018-05-03 ;3023 ;Romsdal ;Ronny@NVE ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-05-03 ;3024 ;Sunnmøre ;Ronny@NVE ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-05-03 ;3027 ;Indre Fjordane ;Ronny@NVE ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, full depth glide avalanches can occur.
2018-05-03 ;3028 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Locally unstable avalanche conditions. Be cautious in steep terrain, storm slabs can be triggered.
2018-05-03 ;3029 ;Indre Sogn ;Espen Granan ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-03 ;3031 ;Voss ;Ronny@NVE ;2 ;2 Moderate  ;Be careful on steep slopes with soft and wet snow, a skier can trigger avalanches here. Keep distance to areas with glide-cracks
2018-05-03 ;3032 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-03 ;3034 ;Hardanger ;Ronny@NVE ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, full depth glide avalanches can occur.
2018-05-03 ;3035 ;Vest-Telemark ;Espen Granan ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-04 ;3003 ;Nordenskiöld Land ;EspenN@NVE ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath windslabs. Sunwarming can trigger small wet avalanches in steep terrain. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-04 ;3007 ;Vest-Finnmark ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche.
2018-05-04 ;3009 ;Nord-Troms ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche.
2018-05-04 ;3010 ;Lyngen ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche
2018-05-04 ;3011 ;Tromsø ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche
2018-05-04 ;3012 ;Sør-Troms ;Silje@svv ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high.
2018-05-04 ;3013 ;Indre Troms ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche
2018-05-04 ;3014 ;Lofoten og Vesterålen ;Silje@svv ;1 ;1 Low  ;Generally stable avalanche conditions, but the danger for small wet avalanches increases as the temperature rises. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-04 ;3015 ;Ofoten ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-04 ;3016 ;Salten ;Silje@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, full depth glide avalanches can occur.
2018-05-04 ;3017 ;Svartisen ;Silje@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. In the mountains where the snow is dry there can be unstable windslabs. Avoid areas beneath visible gliding cracks, full depth glide avalanches can occur.
2018-05-04 ;3022 ;Trollheimen ;Ronny@NVE ;2 ;2 Moderate  ;Favorable conditions. Warm daytime-temperatures and solar radiation give increased danger of wet avalanches. Glide avalanches are possible.
2018-05-04 ;3023 ;Romsdal ;Ronny@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-04 ;3024 ;Sunnmøre ;Ronny@NVE ;2 ;2 Moderate  ;Be careful in sun-exposed steep slopes and in high north facing areas with dry wind slabs. Avoid areas below glide cracks.
2018-05-04 ;3027 ;Indre Fjordane ;Ronny@NVE ;2 ;2 Moderate  ;Be careful in sun-exposed steep slopes and in high north facing areas with dry wind slabs. Avoid areas below glide cracks.
2018-05-04 ;3028 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Locally unstable avalanche conditions. Be cautious in steep terrain, storm slabs can be triggered.
2018-05-04 ;3029 ;Indre Sogn ;Espen Granan ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-04 ;3031 ;Voss ;Ronny@NVE ;2 ;2 Moderate  ;Be careful in steep slopes and in high north facing areas with dry wind slabs. Avoid areas below glide cracks.
2018-05-04 ;3032 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-04 ;3034 ;Hardanger ;Ronny@NVE ;2 ;2 Moderate  ;Be careful in steep slopes and in high north facing areas with dry wind slabs. Avoid areas below glide cracks.
2018-05-04 ;3035 ;Vest-Telemark ;Espen Granan ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-05 ;3003 ;Nordenskiöld Land ;Andreas@nve ;3 ;3 Considerable  ;The avalanche danger increases when the rain sets in. Avoid potential release areas and runout areas for avalanches. At higher altitudes avoid areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2018-05-05 ;3007 ;Vest-Finnmark ;Andreas@nve ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche.
2018-05-05 ;3009 ;Nord-Troms ;Andreas@nve ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche.
2018-05-05 ;3010 ;Lyngen ;Andreas@nve ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche
2018-05-05 ;3011 ;Tromsø ;Andreas@nve ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche
2018-05-05 ;3012 ;Sør-Troms ;haso@nve.no ;2 ;2 Moderate  ;Danger for wet avalanches increases with rain and warm temperatures. Use also caution in areas with fresh snow in the alpine. Avoid areas beneath visible gliding cracks, full depth glide avalanches can occur. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche.
2018-05-05 ;3013 ;Indre Troms ;haso@nve.no ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be also aware of collapsing and falling cornices. These can also trigger slab avalanche
