Antall;Faregrad;Skredproblem;Skredutløser;Svakt lag;Skredtype;Hovedbudskap norsk
3;Fg2 (3);Fokksnø (3), Vedvarende svakt lag (1);Stor tilleggsbelastning (3), Liten tilleggsbelastning (1);Nedføyket svakt lag med nysnø (3), Nedsnødd eller nedføyket overflaterim (1);Tørre flakskred (4);Vær forsiktig i leområder med fersk fokksnø i mange himmelretninger, feks. i søkk og renneformasjonar. Lettest å løse ut skred der fokksnøen er tynn eller myk.;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger there. Be aware of changing wind directions and exposed areas in the evening.
4;Fg3 (4);Fokksnø (3), Vedvarende svakt lag (3), Nysnøflak (1);Liten tilleggsbelastning (7);Nedføyket svakt lag med nysnø (4), Nedsnødd eller nedføyket overflaterim (3);Tørre flakskred (7);Vær forsiktig i leområder med fersk fokksnø, feks. bak rygger, i søkk og renneformasjonar. Lettest å løse ut skred der fokksnølaget er tynt eller mykt.;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger there.
11;Fg2 (8), Fg3 (3);Fokksnø (11), Vedvarende svakt lag (11);Stor tilleggsbelastning (19), Liten tilleggsbelastning (3);Nedføyket svakt lag med nysnø (11), Kantkornet snø over skarelag (7), Kantkornet snø under skarelag (4);Tørre flakskred (22);Vær forsiktig i leområder med fersk fokksnø, spesielt i store heng. Det finnes vedvarende svake lag i snødekket som kan påvirkes der snødekket er tynt.;Use great caution in areas with fresh windloaded snow. Persistant weak layers are present in the snow pack. Avalanches are triggered most easily where the snow pack is thin, typically close to ridges and on convex formations.
5;Fg2 (5);Fokksnø (5);Liten tilleggsbelastning (5);Nedføyket svakt lag med nysnø (5);Tørre flakskred (5);Vær forsiktig i leområder med fersk fokksnø.;Be careful in areas with fresh wind slabs.
1;Fg2 (1);Nysnøflak (1), Vedvarende svakt lag (1);Liten tilleggsbelastning (2);Nedføyket svakt lag med nysnø (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Vær forsiktig i leområder med fersk fokksnø. Det finnes områder med svake lag i snødekket.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow. Due to more snow north in the region, the avalanche danger is highest there.
2;Fg2 (2);Vedvarende svakt lag (2);Liten tilleggsbelastning (2);Kantkornet snø over skarelag (2);Tørre flakskred (2);Vær forsiktig i leområder med fersk fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow.
1;Fg2 (1);Fokksnø (1), Vedvarende svakt lag (1);Liten tilleggsbelastning (1), Stor tilleggsbelastning (1);Dårlig binding mellom lag i fokksnøen (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Vær forsiktig i leområder med fersk fokksnø. I deler av regionen finnes det områder med svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow, especially around Øksfjordhalvøya and Alta.
1;Fg2 (1);Fokksnø (1);Stor tilleggsbelastning (1);Dårlig binding mellom glatt skare og overliggende snø (1);Tørre flakskred (1);Vær forsiktig i leområder med fersk fokksnø. Stedvis er det dårlig feste til glatt skare.;Be careful in areas with fresh wind slabs. On isolated features the winds slabs can sit on surface hoar.
2;Fg2 (2);Fokksnø (2), Vedvarende svakt lag (1);Stor tilleggsbelastning (2), Liten tilleggsbelastning (1);Nedføyket svakt lag med nysnø (1), Dårlig binding mellom lag i fokksnøen (1), Kantkornet snø under skarelag (1);Tørre flakskred (3);Vær forsiktig i leområder med fersk fokksnø. Større skred er vanskelig å løse ut, men kan forekomme ved stor tilleggsbelastning.;Use caution on slopes recently loaded with wind slabs. I
4;Fg2 (4);Fokksnø (4), Vedvarende svakt lag (4);Stor tilleggsbelastning (6), Liten tilleggsbelastning (2);Nedføyket svakt lag med nysnø (4), Kantkornet snø under skarelag (4);Tørre flakskred (8);Vær forsiktig i leområder med fokksnø, spesielt i store heng. Det finnes vedvarende svake lag i snødekket som kan påvirkes der snødekket er tynt.;Use great caution in lee areas with wind slabs. A persistent weak layer of facets may also be triggered, especially where the snow cover is thin.
1;Fg2 (1);Fokksnø (1), Vedvarende svakt lag (1);Liten tilleggsbelastning (1), Stor tilleggsbelastning (1);Dårlig binding mellom lag i fokksnøen (1), Kantkornet snø ved bakken (1);Tørre flakskred (2);Vær forsiktig i leområder med fokksnø.;Be careful in areas with fresh wind deposited snow.
1;Fg2 (1);Fokksnø (2);Liten tilleggsbelastning (1), Stor tilleggsbelastning (1);Dårlig binding mellom glatt skare og overliggende snø (1), Nedføyket svakt lag med nysnø (1);Tørre flakskred (2);Vær forsiktig i leområder med fokksnø. Det finnes lommer med svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. Be aware that there can be pockets with persistent weak layer beneath wind deposited snow.
4;Fg2 (4);Vedvarende svakt lag (8);Liten tilleggsbelastning (4), Stor tilleggsbelastning (4);Nedsnødd eller nedføyket overflaterim (4), Kantkornet snø under skarelag (4);Tørre flakskred (8);Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag i snødekket.;Be careful in areas with wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow. Due to more snow north in the region, the avalanche danger is highest there.
3;Fg2 (3);Fokksnø (3), Vedvarende svakt lag (3);Liten tilleggsbelastning (6);Dårlig binding mellom glatt skare og overliggende snø (3), Kantkornet snø under skarelag (2), Nedsnødd eller nedføyket overflaterim (1);Tørre flakskred (6);Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag og/eller glatt skare under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There may be persistent weak layer beneath the wind depposited snow.
122;Fg2 (117), Fg3 (5);Vedvarende svakt lag (124), Fokksnø (113), Nysnøflak (6), Våte løssnøskred  (2), Tørre løssnøskred (1);Stor tilleggsbelastning (123), Liten tilleggsbelastning (118), Naturlig utløst (5);Nedføyket svakt lag med nysnø (70), Kantkornet snø under skarelag (53), Dårlig binding mellom lag i fokksnøen (49), Kantkornet snø over skarelag (28), Nedsnødd eller nedføyket overflaterim (27), Nedsnødd eller nedføyket kantkornet snø (16), Ubunden snø (3);Tørre flakskred (243), Våte løssnøskred  (2), Tørre løssnøskred  (1);Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind depposited snow.
2;Fg2 (2);Fokksnø (2), Vedvarende svakt lag (2);Liten tilleggsbelastning (2), Stor tilleggsbelastning (2);Nedføyket svakt lag med nysnø (2), Nedsnødd eller nedføyket kantkornet snø (2);Tørre flakskred (4);Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen. Små våte skred kan løses ut pga. soloppvarming.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind depposited snow. Sunwarming can trigger small wet avalanches in steep terrain. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2;Fg3 (2);Vedvarende svakt lag (2), Fokksnø (2);Liten tilleggsbelastning (4);Kantkornet snø under skarelag (2), Dårlig binding mellom lag i fokksnøen (2);Tørre flakskred (4);Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen. Størst skredfare på øyene nord i regionen.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow. Due to more precipitation during the storm last week at the islands north in the region, the avalanche danger is higher there.
1;Fg2 (1);Vedvarende svakt lag (1), Nysnøflak (1);Stor tilleggsbelastning (1), Liten tilleggsbelastning (1);Kantkornet snø over skarelag (1), Nedføyket svakt lag med nysnø (1);Tørre flakskred (2);Vær forsiktig i leområder med fokksnø. Det finnes områder med svake lag under den vindtransporterte snøen. Ytre strøk kan få nysnøflak som legger seg på rim.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind depposited snow.
1;Fg2 (1);Fokksnø (1), Vedvarende svakt lag (1);Liten tilleggsbelastning (2);Nedføyket svakt lag med nysnø (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Vær forsiktig i leområder med fokksnø. Det finnes områder, men det er generelt lite løssnø tilgjengelig for vinmed svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow.disse er godt isolert av harde/bærende lag over.
1;Fg2 (1);Fokksnø (1), Vedvarende svakt lag (1);Stor tilleggsbelastning (2);Nedføyket svakt lag med nysnø (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Vær forsiktig i leområder med fokksnø. Det finnes svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There is a persistent weak layer beneath the wind depposited snow.
4;Fg2 (4);Fokksnø (4), Vedvarende svakt lag (4);Stor tilleggsbelastning (8);Nedføyket svakt lag med nysnø (4), Kantkornet snø over skarelag (4);Tørre flakskred (8);Vær forsiktig i leområder med fokksnø. Det finnes vedvarende svake lag i snødekket som kan påvirkes der snødekket er tynt.;Use great caution in areas with windloaded snow. Persistant weak layers are present in the snow pack. Avalanches are triggered most easily where the snow pack is thin, typically close to ridges and on convex formations.
9;Fg2 (8), Fg3 (1);Fokksnø (8), Vedvarende svakt lag (8), Nysnøflak (1);Stor tilleggsbelastning (12), Liten tilleggsbelastning (5);Nedføyket svakt lag med nysnø (6), Kantkornet snø ved bakken (5), Kantkornet snø under skarelag (3), Dårlig binding mellom lag i fokksnøen (2), Dårlig binding mellom glatt skare og overliggende snø (1);Tørre flakskred (17);Vær forsiktig i leområder med fokksnø. Det kan finnes områder med svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind depposited snow.
4;Fg2 (4);Nysnøflak (3), Fokksnø (1);Liten tilleggsbelastning (4);Nedføyket svakt lag med nysnø (3), Dårlig binding mellom lag i fokksnøen (1);Tørre flakskred (4);Vær forsiktig i leområder med fokksnø. Det kan finnes områder med svake lag under den vindtransporterte snøen. Lokalt kan det ligge nedsnødd overflaterim.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind depposited snow. Local rime in the snow.
4;Fg2 (3), Fg3 (1);Fokksnø (4), Vedvarende svakt lag (4);Liten tilleggsbelastning (4), Stor tilleggsbelastning (4);Dårlig binding mellom lag i fokksnøen (4), Kantkornet snø under skarelag (3), Nedsnødd eller nedføyket overflaterim (1);Tørre flakskred (8);Vær forsiktig i leområder med fokksnø. I deler av regionen finnes det områder med svake lag under den vindtransporterte snøen.;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind deposited snow, especially around Øksfjordhalvøya and Alta.
1;Fg3 (1);Fokksnø (1), Vedvarende svakt lag (1);Naturlig utløst (1), Liten tilleggsbelastning (1);Dårlig binding mellom lag i fokksnøen (1), Kantkornet snø under skarelag (1);Tørre flakskred (2);Vær forsiktig i leområder med fokksnø. Naturlige utløste skred kan forekomme. Det kan finnes områder med svake lag under den vindtransporterte snøen.;Locally unstable conditions due to wind slabs in lee areas. Natural avalanches can be triggered. A weak layer of facets or surface hoar may also be triggered where the snow cover is thin.
2;Fg2 (2);Fokksnø (2);Stor tilleggsbelastning (2);Dårlig binding mellom lag i fokksnøen (2);Tørre flakskred (2);Vær forsiktig i leområder med fokksnø. Skred er vanskelig å løse ut, men kan forekomme ved stor tilleggsbelastning.;Use caution on slopes recently loaded with wind slabs. Several layers of facets and surface hoar are persistent and widespread in the snow pack. These layers can be triggered by high additional loads and propagate into size 3 avalanches.
2;Fg2 (1), Fg3 (1);Fokksnø (2), Vedvarende svakt lag (2);Liten tilleggsbelastning (4);Dårlig binding mellom lag i fokksnøen (2), Kantkornet snø under skarelag (2);Tørre flakskred (4);Vær forsiktig i leområder med fokksnø. Skredfaren øker først onsdag kvelden. Det kan finnes områder med svake lag under den vindtransporterte snøen.;The danger level will increase during Wedensday evening. Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind depposited snow. The danger level is excpected to be highest around Nord-Lenangen due to more precipitacion here.
2;Fg2 (2);Fokksnø (2), Vedvarende svakt lag (2);Liten tilleggsbelastning (2), Stor tilleggsbelastning (2);Nedføyket svakt lag med nysnø (2), Kantkornet snø ved bakken (2);Tørre flakskred (4);Vær forsiktig i leområder med fokksnø. Større skred er vanskelig å løse ut, men kan forekomme ved stor tilleggsbelastning grunnet vedvarende svakt lag.;Use caution on slopes recently loaded with wind slabs. Several layers of facets and surface hoar are persistent and widespread in the snow pack. These layers can be triggered by high additional loads and propagate into size 3 avalanches.
